farm_id,country_name
51277096-5b39-11ea-bec2-22000a946868,Canada
7a2e6fcc-ab78-11eb-a4ad-0242ac130002,Canada
90416c8a-abc1-11eb-a5c4-0242ac130002,Canada
86590b7c-ac27-11eb-854a-0242ac130002,Canada
e5f68cb8-ac35-11eb-991c-0242ac130002,Canada
57829a32-ac47-11eb-9ccd-0242ac130002,Canada
ba23f39e-acf0-11eb-9111-0242ac130002,Canada
27767e7a-adfb-11eb-9d0c-0242ac130002,Canada
69480fe4-b1de-11eb-a75a-0242ac130002,Canada
bf55d21a-b29f-11eb-97b0-0242ac130002,Canada
36322d78-b2ac-11eb-9edf-0242ac130002,Canada
305d519e-b43b-11eb-9418-0242ac130002,Canada
530aee20-b744-11eb-a282-0242ac130002,Canada
74255c66-b8ee-11eb-b172-0242ac130002,Canada
64fbbafe-b9bc-11eb-9074-0242ac130002,Canada
cfbd58ae-bff0-11eb-877a-0242ac130002,Canada
adc61534-c201-11eb-b3d2-0242ac130002,Canada
9241d268-c264-11eb-b728-0242ac130002,Canada
d7dcbb92-c2ed-11eb-b502-0242ac130002,Canada
4947ebd8-c6e7-11eb-8f68-0242ac130002,Canada
7c3db874-c7b9-11eb-8798-0242ac130002,Canada
49c8af82-ca09-11eb-9253-0242ac130002,Canada
1e3b98f8-ca44-11eb-8062-0242ac130002,Canada
854de402-cd2c-11eb-9c78-0242ac130002,Canada
61887c7e-cc5c-11eb-bf8a-0242ac130002,Canada
88818528-cdd8-11eb-b27e-0242ac130002,Canada
6ded633e-d51d-11eb-baf5-0242ac130002,Canada
a67838f4-df5f-11eb-b2be-0242ac130002,Canada
33851eae-dad5-11eb-9c2f-0242ac130002,Canada
34d52c34-dc62-11eb-a721-0242ac130002,Canada
742f9fee-e1d6-11eb-9c8c-0242ac130002,Canada
aaa3d642-e1e7-11eb-a2fd-0242ac130002,Canada
c6cd4bda-e4e1-11eb-ab2c-0242ac130002,Canada
4dbfefbe-e580-11eb-86e7-0242ac130002,Canada
460c2210-e5c6-11eb-85a6-0242ac130002,Canada
1ecd20b8-e8ab-11eb-88c8-0242ac140002,Canada
39fb0948-ea79-11eb-8ba5-0242ac140002,Canada
8c43f9e4-eb64-11eb-b3d1-0242ac140002,Canada
c1bf9164-ec40-11eb-b94b-0242ac140002,Canada
2612f364-edc1-11eb-992c-0242ac140002,Canada
90dcfd70-f000-11eb-840f-0242ac140002,Canada
00293d3c-efee-11eb-b3ca-0242ac140002,Canada
a238c0d0-f26d-11eb-9950-0242ac140002,Canada
1f10d94c-f3b5-11eb-a90b-0242ac140002,Canada
440ac8e2-f483-11eb-a39d-0242ac140002,Canada
4d0829c6-f61d-11eb-841a-0242ac140002,Canada
e41d6b3c-f997-11eb-8ad4-0242ac140002,Canada
03c90fc0-faf3-11eb-b43c-0242ac140002,Canada
7ec2a0f0-faef-11eb-9b91-0242ac140002,Canada
1275f072-fba4-11eb-ba7b-0242ac140002,Canada
6cecbaaa-fd51-11eb-be8c-0242ac140002,Canada
bcac9718-fd83-11eb-8a01-0242ac140002,Canada
ef158754-005e-11ec-b561-0242ac140002,Canada
74be9364-011d-11ec-948f-0242ac140002,Canada
06eb1e7e-011e-11ec-906a-0242ac140002,Canada
47e212a6-075f-11ec-a016-0242ac140002,Canada
94778804-0b87-11ec-b5d1-0242ac140002,Canada
9bff7b6e-0e79-11ec-8a2d-0242ac140002,Canada
b58a2b32-0f4c-11ec-8b5c-0242ac140002,Canada
fb52c602-126b-11ec-86ef-0242ac140002,Canada
1e8458b4-1647-11ec-a3c3-0242ac140002,Canada
80e79666-17fe-11ec-9c99-0242ac140002,Canada
46e55122-1945-11ec-951e-0242ac140002,Canada
250bdd5e-1c98-11ec-b19f-0242ac140002,Canada
f603c2a4-1e56-11ec-9a01-0242ac140002,Canada
3e82257c-1edc-11ec-af76-0242ac140002,Canada
90e890b4-1fc5-11ec-9fb1-0242ac140002,Canada
bf15a016-20b1-11ec-844c-0242ac140002,Canada
2513a3c2-2143-11ec-82ba-0242ac140002,Canada
42fe334e-23c7-11ec-8370-0242ac140002,Canada
7b9ceefe-2be0-11ec-ac15-0242ac140002,Canada
145f2628-257b-11ec-a3a2-0242ac140002,Canada
36eac6a2-2729-11ec-b2ea-0242ac140002,Canada
1511a706-2d48-11ec-bff0-0242ac140002,Canada
8142345e-3298-11ec-81be-0242ac150003,Canada
ea3b6464-361a-11ec-9162-0242ac150003,Canada
e9c63a26-32bf-11ec-a628-0242ac150003,Canada
203a7a1e-391d-11ec-b816-0242ac150003,Canada
0093cc60-39b8-11ec-88c0-0242ac150003,Canada
fe60919c-3b62-11ec-8a90-0242ac150003,Canada
fc6997da-3c07-11ec-a936-0242ac150003,Canada
3225b126-3c4c-11ec-b790-0242ac150003,Canada
b7236c70-3ce1-11ec-a96f-0242ac150003,Canada
9572ccf2-3ce5-11ec-943e-0242ac150003,Canada
75ad04c2-3d45-11ec-b3ef-0242ac150003,Canada
323e74f0-3db3-11ec-9c1e-0242ac150003,Canada
a5cede64-3de0-11ec-9498-0242ac150003,Canada
d13579f8-3e5a-11ec-a28e-0242ac150003,Canada
293f75fc-4038-11ec-b08d-0242ac150003,Canada
b44fd6f4-40d4-11ec-bbde-0242ac150003,Canada
5ac0a030-418f-11ec-a48a-0242ac150003,Canada
5ee6e38e-4808-11ec-bd9a-0242ac150004,Canada
383a6c48-4bae-11ec-8b40-0242ac150004,Canada
